pelvis_x,pelvis_y,pelvis_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,torso_x,torso_y,torso_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,neck_x,neck_y,neck_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_big_toe_x,left_big_toe_y,left_big_toe_z,right_big_toe_x,right_big_toe_y,right_big_toe_z,left_small_toe_x,left_small_toe_y,left_small_toe_z,right_small_toe_x,right_small_toe_y,right_small_toe_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_knuckle_x,left_pinky_knuckle_y,left_pinky_knuckle_z,right_pinky_knuckle_x,right_pinky_knuckle_y,right_pinky_knuckle_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,left_index_knuckle_x,left_index_knuckle_y,left_index_knuckle_z,right_index_knuckle_x,right_index_knuckle_y,right_index_knuckle_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z, right_thumb_tip_x, right_thumb_tip_y, right_thumb_tip_z
140.9,46.1,3669.9,260.7,37.3,3679.0,27.2,40.2,3665.1,132.0,-208.8,3664.3,246.6,456.7,3613.3,47.5,456.1,3616.2,117.1,-451.6,3663.3,229.9,827.9,3748.0,81.9,824.0,3742.4,251.9,925.9,3564.6,79.7,924.7,3561.8,308.2,924.8,3586.2,22.0,928.1,3582.1,219.4,888.8,3804.6,91.3,877.4,3795.6,116.6,-562.3,3530.4,141.9,-598.0,3574.5,84.8,-589.2,3575.0,172.9,-576.0,3636.2,48.3,-563.4,3639.2,289.6,-430.0,3699.3,-58.0,-406.9,3657.8,389.0,-185.9,3738.7,-106.2,-131.8,3674.5,427.9,51.9,3641.0,-120.6,100.7,3585.7,434.6,131.3,3645.6,-122.2,181.2,3566.3,379.2,179.3,3613.7,-68.2,233.4,3552.1,419.3,126.6,3611.0,-97.8,176.0,3536.3,393.2,145.6,3602.2,-69.8,198.0,3530.8
141.8,30.6,3698.2,262.8,12.1,3706.7,27.0,18.6,3693.9,133.1,-219.7,3695.8,248.3,459.4,3640.2,48.7,459.1,3640.7,118.5,-458.6,3698.8,232.0,834.6,3771.1,82.2,831.6,3765.3,252.0,931.3,3588.9,80.1,928.9,3585.4,307.8,930.2,3609.5,22.2,931.9,3604.8,222.0,896.6,3825.9,91.5,886.9,3816.4,117.5,-568.3,3567.6,144.1,-604.1,3610.9,84.4,-595.9,3611.9,175.0,-581.6,3672.5,48.7,-569.2,3675.9,291.8,-434.5,3733.2,-55.3,-413.7,3694.6,392.2,-184.2,3767.2,-108.2,-134.7,3706.3,431.2,53.2,3667.7,-122.2,100.4,3613.9,438.1,136.1,3668.4,-124.5,182.1,3593.7,382.0,187.5,3637.7,-70.2,234.0,3579.8,420.3,130.8,3635.2,-98.6,175.7,3564.6,389.7,150.4,3626.2,-69.3,197.1,3559.6
141.9,19.4,3701.0,263.2,-5.9,3708.7,26.8,2.5,3697.3,133.3,-229.6,3701.9,248.4,459.1,3642.8,50.2,459.4,3643.5,119.1,-464.6,3709.7,233.0,836.8,3768.2,81.8,834.6,3763.3,249.8,930.3,3588.6,79.8,926.9,3585.6,304.8,929.2,3608.0,22.3,929.2,3604.1,223.9,899.7,3820.6,90.8,891.3,3811.7,117.5,-570.8,3582.5,145.7,-606.5,3624.4,82.6,-599.2,3626.2,176.0,-583.5,3685.3,48.8,-571.4,3689.3,291.8,-436.4,3741.7,-51.3,-418.4,3706.5,392.8,-180.3,3769.0,-109.9,-137.7,3713.0,431.7,54.4,3669.2,-123.3,99.0,3618.4,438.8,140.4,3666.6,-126.6,181.4,3598.1,382.5,194.4,3637.2,-72.6,231.4,3584.4,418.1,134.6,3634.9,-98.7,173.0,3570.2,383.3,154.8,3625.9,-68.1,193.0,3565.9
141.6,13.0,3695.7,263.0,-14.3,3702.6,26.4,-5.5,3692.5,133.1,-235.4,3699.5,247.9,457.5,3637.3,51.3,458.9,3638.2,119.4,-468.5,3711.5,233.3,836.9,3757.9,81.3,835.7,3753.6,247.2,927.7,3581.3,79.3,923.2,3578.4,301.4,926.6,3599.9,22.3,925.0,3596.0,224.9,900.0,3808.2,89.9,892.9,3799.5,117.2,-571.8,3588.1,147.0,-607.3,3628.6,80.8,-600.9,3631.1,176.6,-583.9,3688.8,48.7,-572.3,3693.4,291.0,-437.3,3741.4,-47.8,-421.6,3709.5,392.6,-176.9,3762.3,-111.3,-140.0,3711.1,431.1,55.3,3662.3,-124.5,97.3,3614.7,438.4,143.4,3656.7,-128.5,180.2,3594.3,382.0,198.5,3628.5,-74.8,228.6,3580.8,414.7,137.2,3626.5,-98.7,170.1,3567.3,377.2,157.6,3617.5,-67.3,189.0,3563.5
141.2,11.4,3686.4,262.4,-17.1,3692.6,26.3,-9.2,3683.8,132.8,-238.2,3693.0,247.2,456.2,3628.6,52.2,458.2,3629.5,119.4,-471.4,3708.8,233.2,835.8,3743.7,80.7,835.2,3739.9,245.0,923.8,3570.0,78.7,919.0,3567.1,298.6,922.8,3587.6,22.3,920.3,3584.0,225.2,898.7,3791.6,88.9,892.3,3783.1,116.6,-572.2,3590.2,147.8,-607.4,3629.1,79.0,-602.0,3632.6,176.8,-583.7,3688.6,48.6,-572.5,3693.8,289.7,-437.2,3736.6,-45.2,-423.3,3707.7,391.7,-173.1,3751.8,-112.0,-141.6,3705.2,430.1,56.2,3651.9,-125.1,95.9,3607.6,437.5,145.4,3643.8,-129.8,179.0,3587.1,381.1,201.0,3616.7,-76.9,226.3,3573.9,411.6,139.1,3614.8,-98.6,167.9,3561.2,372.9,159.5,3606.0,-66.4,186.5,3558.0
