pelvis_x,pelvis_y,pelvis_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,torso_x,torso_y,torso_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,neck_x,neck_y,neck_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_big_toe_x,left_big_toe_y,left_big_toe_z,right_big_toe_x,right_big_toe_y,right_big_toe_z,left_small_toe_x,left_small_toe_y,left_small_toe_z,right_small_toe_x,right_small_toe_y,right_small_toe_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_knuckle_x,left_pinky_knuckle_y,left_pinky_knuckle_z,right_pinky_knuckle_x,right_pinky_knuckle_y,right_pinky_knuckle_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,left_index_knuckle_x,left_index_knuckle_y,left_index_knuckle_z,right_index_knuckle_x,right_index_knuckle_y,right_index_knuckle_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z, right_thumb_tip_x, right_thumb_tip_y, right_thumb_tip_z
-151.8,26.8,3302.8,-52.0,18.4,3311.7,-253.8,18.9,3295.6,-147.1,-244.1,3291.0,-32.1,427.6,3275.7,-236.2,418.6,3317.0,-150.7,-507.4,3288.2,-21.7,792.2,3384.2,-265.3,785.7,3402.8,-26.7,877.4,3211.4,-247.7,883.7,3237.9,33.3,874.9,3220.4,-306.2,882.5,3254.1,-26.2,851.5,3427.9,-268.7,840.4,3442.6,-150.4,-652.3,3183.5,-118.6,-678.6,3221.1,-188.5,-675.1,3223.8,-84.4,-656.8,3282.7,-228.0,-654.9,3281.8,24.9,-453.0,3322.9,-317.8,-430.7,3265.4,52.7,-198.7,3345.4,-350.6,-164.1,3299.1,62.3,13.4,3232.1,-338.8,61.8,3209.2,60.1,84.8,3212.6,-335.4,137.7,3200.6,17.6,121.9,3183.9,-290.7,175.5,3175.3,48.8,70.6,3183.9,-318.9,129.9,3169.0,28.2,84.2,3174.3,-302.4,147.4,3163.1
-151.3,8.1,3324.5,-49.4,-5.5,3332.3,-254.1,0.8,3317.5,-147.7,-257.8,3313.3,-31.6,431.1,3299.0,-237.8,425.7,3337.7,-150.5,-516.4,3311.0,-20.6,796.8,3403.3,-266.8,791.0,3422.4,-27.0,880.0,3232.2,-248.9,887.4,3258.7,33.0,879.0,3241.4,-307.5,886.5,3274.9,-25.2,856.0,3445.8,-270.1,846.6,3461.1,-150.1,-658.8,3208.3,-115.7,-686.2,3244.7,-189.5,-684.3,3248.1,-84.9,-661.6,3305.4,-228.3,-660.6,3306.0,23.8,-461.4,3344.7,-315.8,-442.4,3292.2,54.7,-200.1,3364.7,-353.1,-168.1,3323.1,63.9,13.4,3252.3,-343.3,60.9,3235.6,63.8,85.5,3232.6,-340.7,137.5,3227.8,21.0,123.3,3205.7,-297.2,176.8,3203.3,49.1,71.6,3204.6,-323.6,130.5,3196.6,27.7,85.8,3195.9,-305.1,148.5,3190.7
-149.5,-4.8,3327.6,-46.0,-20.6,3334.4,-252.8,-11.5,3320.9,-147.4,-267.8,3317.0,-30.5,432.4,3303.6,-238.2,431.1,3340.2,-149.3,-522.7,3315.4,-19.0,797.1,3403.8,-267.0,791.9,3423.7,-27.2,877.2,3234.9,-248.5,885.6,3261.8,32.5,877.7,3244.3,-306.8,885.2,3278.0,-23.6,856.0,3445.0,-270.1,847.9,3461.4,-148.6,-662.3,3215.2,-111.9,-690.7,3250.2,-189.3,-690.1,3254.3,-84.9,-662.7,3309.8,-226.9,-662.9,3311.8,21.8,-467.5,3348.1,-312.0,-450.7,3300.4,56.8,-200.6,3365.3,-353.6,-170.8,3328.6,65.5,13.3,3253.8,-346.3,60.0,3244.2,67.9,85.8,3233.9,-344.5,137.0,3237.0,24.2,124.8,3209.1,-301.6,177.4,3213.7,49.2,72.7,3206.6,-327.1,130.7,3206.4,26.4,87.9,3198.9,-306.0,149.0,3200.8
-147.6,-13.4,3327.1,-43.0,-29.9,3333.0,-251.1,-20.2,3320.7,-146.9,-274.7,3317.1,-29.4,432.9,3304.2,-238.3,434.0,3338.7,-147.9,-526.9,3316.1,-17.5,796.5,3400.8,-266.8,791.9,3421.2,-27.4,874.3,3234.0,-247.7,883.4,3261.0,31.9,875.8,3243.6,-305.8,883.2,3277.3,-22.1,855.1,3440.8,-269.7,848.2,3458.0,-147.2,-664.8,3218.3,-109.1,-694.0,3252.0,-188.9,-694.2,3256.7,-84.8,-663.2,3310.6,-225.6,-664.5,3313.7,20.3,-471.7,3347.7,-308.7,-456.7,3304.7,58.7,-200.8,3362.5,-353.6,-173.8,3330.5,66.4,13.2,3251.8,-348.9,58.5,3248.8,69.9,86.0,3231.8,-347.7,135.8,3242.2,25.5,126.0,3208.9,-305.5,177.5,3219.9,48.8,73.4,3205.3,-330.5,130.4,3212.0,24.1,89.3,3198.4,-306.7,149.2,3206.7
