pelvis_x,pelvis_y,pelvis_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,torso_x,torso_y,torso_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,neck_x,neck_y,neck_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_big_toe_x,left_big_toe_y,left_big_toe_z,right_big_toe_x,right_big_toe_y,right_big_toe_z,left_small_toe_x,left_small_toe_y,left_small_toe_z,right_small_toe_x,right_small_toe_y,right_small_toe_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_knuckle_x,left_pinky_knuckle_y,left_pinky_knuckle_z,right_pinky_knuckle_x,right_pinky_knuckle_y,right_pinky_knuckle_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,left_index_knuckle_x,left_index_knuckle_y,left_index_knuckle_z,right_index_knuckle_x,right_index_knuckle_y,right_index_knuckle_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z, right_thumb_tip_x, right_thumb_tip_y, right_thumb_tip_z
-142.3,2.7,3579.2,-46.0,-3.3,3577.1,-234.2,-5.2,3580.6,-136.4,-263.9,3556.5,-64.5,385.3,3520.1,-197.7,384.7,3534.8,-134.9,-522.2,3549.6,-79.5,772.3,3631.3,-185.2,784.1,3628.0,-74.4,859.7,3439.0,-174.6,856.4,3429.8,-16.3,865.1,3463.0,-231.9,867.9,3464.0,-83.8,839.8,3691.0,-178.2,853.2,3683.5,-142.8,-666.7,3438.1,-113.4,-696.1,3471.5,-177.2,-690.8,3477.5,-75.4,-670.4,3532.4,-210.2,-669.1,3549.7,31.7,-449.0,3559.6,-301.6,-463.2,3552.5,84.8,-190.9,3575.0,-364.0,-244.9,3528.1,85.4,32.2,3470.8,-378.7,33.6,3499.0,88.4,105.6,3454.5,-374.9,112.7,3495.2,36.7,141.1,3425.1,-332.1,154.9,3464.9,68.6,89.8,3422.5,-362.3,103.2,3456.8,45.3,105.0,3412.1,-341.7,125.1,3448.1
-143.2,-10.7,3615.8,-45.3,-18.4,3613.8,-236.6,-20.6,3617.3,-137.9,-272.4,3594.5,-64.6,390.3,3558.6,-199.7,388.6,3570.4,-136.3,-528.4,3587.7,-80.0,780.0,3667.5,-187.6,789.9,3662.1,-75.0,867.9,3475.2,-176.4,864.2,3464.7,-16.5,872.4,3499.8,-234.0,875.1,3497.7,-84.9,847.7,3725.6,-180.5,858.7,3716.8,-143.7,-673.9,3476.8,-111.9,-703.4,3509.6,-179.0,-698.3,3516.5,-75.8,-676.6,3570.5,-212.4,-675.7,3588.3,30.3,-458.8,3597.6,-302.0,-468.3,3591.8,85.2,-193.7,3612.0,-362.2,-215.4,3571.7,86.4,30.7,3503.5,-382.4,34.2,3534.4,90.3,105.9,3485.7,-382.1,114.0,3529.8,37.6,142.3,3457.1,-335.9,157.4,3500.2,68.9,89.9,3453.4,-366.4,104.0,3491.3,44.3,105.5,3443.8,-343.9,126.1,3482.7
-143.3,-21.1,3635.8,-44.2,-29.2,3633.9,-237.9,-31.3,3637.2,-138.7,-278.9,3615.7,-64.3,394.2,3580.6,-200.7,390.6,3589.2,-137.1,-531.9,3609.2,-80.2,784.3,3687.6,-189.5,791.9,3680.0,-75.2,872.1,3496.1,-177.5,868.1,3483.7,-16.5,875.3,3521.1,-235.1,878.2,3515.7,-85.6,851.8,3744.1,-182.2,859.9,3733.8,-143.8,-677.7,3498.6,-109.7,-707.2,3531.1,-179.7,-702.3,3538.7,-75.5,-679.3,3591.9,-213.3,-678.9,3609.8,28.7,-465.9,3619.0,-300.8,-471.2,3613.8,85.0,-196.3,3632.7,-358.4,-196.9,3598.0,87.2,28.6,3520.8,-384.2,34.9,3553.2,92.8,105.4,3501.5,-387.5,115.3,3547.9,38.9,142.8,3473.7,-337.9,159.6,3519.0,69.2,89.5,3469.0,-369.0,104.4,3509.4,43.5,105.3,3460.1,-344.2,126.5,3500.9
-142.7,-28.6,3645.0,-42.4,-37.8,3643.2,-238.5,-40.0,3646.3,-139.0,-284.7,3626.1,-63.7,396.9,3592.0,-201.0,391.6,3598.0,-137.5,-534.5,3619.9,-80.0,786.2,3696.1,-190.6,791.7,3686.8,-75.0,873.3,3506.0,-178.0,869.3,3492.6,-16.5,875.6,3531.2,-235.4,878.6,3523.3,-86.1,853.4,3750.8,-183.3,858.9,3739.4,-143.3,-679.5,3510.8,-107.0,-709.0,3542.3,-180.0,-704.3,3550.8,-75.0,-679.9,3602.8,-213.5,-680.0,3620.9,26.3,-472.6,3629.7,-298.5,-472.7,3625.5,84.8,-198.1,3642.4,-355.2,-188.6,3613.2,88.0,27.0,3527.7,-384.8,35.6,3561.9,95.4,104.7,3507.1,-390.8,116.3,3556.0,40.8,142.9,3480.0,-338.8,161.2,3527.9,69.2,88.9,3474.6,-370.2,104.5,3517.8,42.7,105.0,3466.4,-342.7,126.5,3509.3
